:1@O4 G1 8.310392
:1@O9 G1 6.740091
:1@O14 G1 6.265873
:1@O19 G1 6.284313
:1@O24 G1 7.872828
:1@O29 G1 7.952967
:1@O35 G1 8.770553

:1@O7 G1 7.210986
:1@O12 G1 7.039987
:1@O17 G1 5.237410
:1@O22 G1 6.049041
:1@O27 G1 5.733716
:1@O31 G1 8.434054
:1@O38 G1 8.461865
