:1@O2 G1 6.399963
:1@O7 G1 7.572617
:1@O12 G1 8.719921
:1@O17 G1 8.909252
:1@O22 G1 9.144872
:1@O27 G1 7.541217
:1@O34 G1 6.693134
:1@O37 G1 5.420918
:1@O29 G1 8.019609
:1@O5 G1 5.481217
:1@O10 G1 5.242997
:1@O15 G1 6.347637
:1@O20 G1 8.346606
:1@O25 G1 7.308769
