:1@O2 G1 8.987720
:1@O7 G1 8.467228
:1@O12 G1 8.280542
:1@O17 G1 5.570466
:1@O22 G1 5.264246
:1@O27 G1 5.380424
:1@O33 G1 6.762321



:1@O5 G1 7.983921
:1@O10 G1 9.898764
:1@O15 G1 9.020658
:1@O20 G1 8.252308
:1@O25 G1 6.277670
:1@O36 G1 7.283475
:1@N1 G1 6.544942
