:1@O2 G1 8.010036
:1@O7 G1 8.012102
:1@O12 G1 9.041772
:1@O17 G1 7.507101
:1@O22 G1 7.684131
:1@O27 G1 6.674293
:1@O35 G1 6.246890

:1@O5 G1 6.290651
:1@O10 G1 8.798771
:1@O15 G1 8.376071
:1@O20 G1 8.950597
:1@O25 G1 6.700903
:1@O29 G1 6.247857
:1@O38 G1 6.448570
